parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=class ultimaPalavraA=fom primeiraPalavraB=prez ultimaPalavraB=crueldad mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=ter ultimaPalavraA=minor primeiraPalavraB=prez ultimaPalavraB=crueldad mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=fac ultimaPalavraA=dr.thiago primeiraPalavraB=prez ultimaPalavraB=crueldad mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=7 primeiraPalavraA=clar ultimaPalavraA=thiag primeiraPalavraB=prez ultimaPalavraB=crueldad mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=8 primeiraPalavraA=racism ultimaPalavraA=agred primeiraPalavraB=prez ultimaPalavraB=crueldad mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=9 primeiraPalavraA=ai ultimaPalavraA=bobagens primeiraPalavraB=prez ultimaPalavraB=crueldad mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=10 primeiraPalavraA=resg ultimaPalavraA=alic primeiraPalavraB=prez ultimaPalavraB=crueldad mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=11 primeiraPalavraA=concord ultimaPalavraA=humbert primeiraPalavraB=prez ultimaPalavraB=crueldad mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=12 primeiraPalavraA=exist ultimaPalavraA=pont primeiraPalavraB=prez ultimaPalavraB=crueldad mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=13 primeiraPalavraA=pq ultimaPalavraA=maneir primeiraPalavraB=prez ultimaPalavraB=crueldad mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=14 primeiraPalavraA=voc ultimaPalavraA=preconceit primeiraPalavraB=prez ultimaPalavraB=crueldad mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=15 primeiraPalavraA=deput ultimaPalavraA=homofob primeiraPalavraB=prez ultimaPalavraB=crueldad mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=16 primeiraPalavraA=perfeit ultimaPalavraA=sil primeiraPalavraB=prez ultimaPalavraB=crueldad mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=17 primeiraPalavraA=concord ultimaPalavraA=sil primeiraPalavraB=prez ultimaPalavraB=crueldad mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=18 primeiraPalavraA=dev ultimaPalavraA=rac primeiraPalavraB=prez ultimaPalavraB=crueldad mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=-1 primeiraPalavraA=dep ultimaPalavraA=pobr primeiraPalavraB=dep ultimaPalavraB=pobr mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-true numeroMsgsEntreAeB=0 primeiraPalavraA=prez ultimaPalavraA=crueldad primeiraPalavraB=dep ultimaPalavraB=pobr mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=1980 ultimaPalavraA=maior primeiraPalavraB=dep ultimaPalavraB=pobr mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=nom ultimaPalavraA=comissa primeiraPalavraB=dep ultimaPalavraB=pobr mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=perfeit ultimaPalavraA=malafa primeiraPalavraB=dep ultimaPalavraB=pobr mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=cert ultimaPalavraA=heter primeiraPalavraB=dep ultimaPalavraB=pobr mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=class ultimaPalavraA=fom primeiraPalavraB=dep ultimaPalavraB=pobr mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=ter ultimaPalavraA=minor primeiraPalavraB=dep ultimaPalavraB=pobr mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=7 primeiraPalavraA=fac ultimaPalavraA=dr.thiago primeiraPalavraB=dep ultimaPalavraB=pobr mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=8 primeiraPalavraA=clar ultimaPalavraA=thiag primeiraPalavraB=dep ultimaPalavraB=pobr mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=9 primeiraPalavraA=racism ultimaPalavraA=agred primeiraPalavraB=dep ultimaPalavraB=pobr mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=10 primeiraPalavraA=ai ultimaPalavraA=bobagens primeiraPalavraB=dep ultimaPalavraB=pobr mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=11 primeiraPalavraA=resg ultimaPalavraA=alic primeiraPalavraB=dep ultimaPalavraB=pobr mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=12 primeiraPalavraA=concord ultimaPalavraA=humbert primeiraPalavraB=dep ultimaPalavraB=pobr mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=13 primeiraPalavraA=exist ultimaPalavraA=pont primeiraPalavraB=dep ultimaPalavraB=pobr mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=14 primeiraPalavraA=pq ultimaPalavraA=maneir primeiraPalavraB=dep ultimaPalavraB=pobr mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=15 primeiraPalavraA=voc ultimaPalavraA=preconceit primeiraPalavraB=dep ultimaPalavraB=pobr mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=16 primeiraPalavraA=deput ultimaPalavraA=homofob primeiraPalavraB=dep ultimaPalavraB=pobr mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=17 primeiraPalavraA=perfeit ultimaPalavraA=sil primeiraPalavraB=dep ultimaPalavraB=pobr mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=18 primeiraPalavraA=concord ultimaPalavraA=sil primeiraPalavraB=dep ultimaPalavraB=pobr mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-true numeroMsgsEntreAeB=-1 primeiraPalavraA=excelentiss ultimaPalavraA=minor primeiraPalavraB=excelentiss ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=dep ultimaPalavraA=pobr primeiraPalavraB=excelentiss ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=prez ultimaPalavraA=crueldad primeiraPalavraB=excelentiss ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=1980 ultimaPalavraA=maior primeiraPalavraB=excelentiss ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=nom ultimaPalavraA=comissa primeiraPalavraB=excelentiss ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=perfeit ultimaPalavraA=malafa primeiraPalavraB=excelentiss ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=cert ultimaPalavraA=heter primeiraPalavraB=excelentiss ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=class ultimaPalavraA=fom primeiraPalavraB=excelentiss ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=7 primeiraPalavraA=ter ultimaPalavraA=minor primeiraPalavraB=excelentiss ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=8 primeiraPalavraA=fac ultimaPalavraA=dr.thiago primeiraPalavraB=excelentiss ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=9 primeiraPalavraA=clar ultimaPalavraA=thiag primeiraPalavraB=excelentiss ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=10 primeiraPalavraA=racism ultimaPalavraA=agred primeiraPalavraB=excelentiss ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=11 primeiraPalavraA=ai ultimaPalavraA=bobagens primeiraPalavraB=excelentiss ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=12 primeiraPalavraA=resg ultimaPalavraA=alic primeiraPalavraB=excelentiss ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=13 primeiraPalavraA=concord ultimaPalavraA=humbert primeiraPalavraB=excelentiss ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=14 primeiraPalavraA=exist ultimaPalavraA=pont primeiraPalavraB=excelentiss ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=15 primeiraPalavraA=pq ultimaPalavraA=maneir primeiraPalavraB=excelentiss ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=16 primeiraPalavraA=voc ultimaPalavraA=preconceit primeiraPalavraB=excelentiss ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=17 primeiraPalavraA=deput ultimaPalavraA=homofob primeiraPalavraB=excelentiss ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=18 primeiraPalavraA=perfeit ultimaPalavraA=sil primeiraPalavraB=excelentiss ultimaPalavraB=minor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=-1 primeiraPalavraA=cert ultimaPalavraA=já primeiraPalavraB=cert ultimaPalavraB=já mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=excelentiss ultimaPalavraA=minor primeiraPalavraB=cert ultimaPalavraB=já mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-true numeroMsgsEntreAeB=1 primeiraPalavraA=dep ultimaPalavraA=pobr primeiraPalavraB=cert ultimaPalavraB=já mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=prez ultimaPalavraA=crueldad primeiraPalavraB=cert ultimaPalavraB=já mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=1980 ultimaPalavraA=maior primeiraPalavraB=cert ultimaPalavraB=já mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=nom ultimaPalavraA=comissa primeiraPalavraB=cert ultimaPalavraB=já mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=perfeit ultimaPalavraA=malafa primeiraPalavraB=cert ultimaPalavraB=já mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=cert ultimaPalavraA=heter primeiraPalavraB=cert ultimaPalavraB=já mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=7 primeiraPalavraA=class ultimaPalavraA=fom primeiraPalavraB=cert ultimaPalavraB=já mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=8 primeiraPalavraA=ter ultimaPalavraA=minor primeiraPalavraB=cert ultimaPalavraB=já mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=9 primeiraPalavraA=fac ultimaPalavraA=dr.thiago primeiraPalavraB=cert ultimaPalavraB=já mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=10 primeiraPalavraA=clar ultimaPalavraA=thiag primeiraPalavraB=cert ultimaPalavraB=já mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=11 primeiraPalavraA=racism ultimaPalavraA=agred primeiraPalavraB=cert ultimaPalavraB=já mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=12 primeiraPalavraA=ai ultimaPalavraA=bobagens primeiraPalavraB=cert ultimaPalavraB=já mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=13 primeiraPalavraA=resg ultimaPalavraA=alic primeiraPalavraB=cert ultimaPalavraB=já mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=14 primeiraPalavraA=concord ultimaPalavraA=humbert primeiraPalavraB=cert ultimaPalavraB=já mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=15 primeiraPalavraA=exist ultimaPalavraA=pont primeiraPalavraB=cert ultimaPalavraB=já mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=16 primeiraPalavraA=pq ultimaPalavraA=maneir primeiraPalavraB=cert ultimaPalavraB=já mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=17 primeiraPalavraA=voc ultimaPalavraA=preconceit primeiraPalavraB=cert ultimaPalavraB=já mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=18 primeiraPalavraA=deput ultimaPalavraA=homofob primeiraPalavraB=cert ultimaPalavraB=já mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=-1 primeiraPalavraA=deput ultimaPalavraA=vitim primeiraPalavraB=deput ultimaPalavraB=vitim mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-true numeroMsgsEntreAeB=0 primeiraPalavraA=cert ultimaPalavraA=já primeiraPalavraB=deput ultimaPalavraB=vitim mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=excelentiss ultimaPalavraA=minor primeiraPalavraB=deput ultimaPalavraB=vitim mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=dep ultimaPalavraA=pobr primeiraPalavraB=deput ultimaPalavraB=vitim mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=prez ultimaPalavraA=crueldad primeiraPalavraB=deput ultimaPalavraB=vitim mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=1980 ultimaPalavraA=maior primeiraPalavraB=deput ultimaPalavraB=vitim mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=nom ultimaPalavraA=comissa primeiraPalavraB=deput ultimaPalavraB=vitim mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=perfeit ultimaPalavraA=malafa primeiraPalavraB=deput ultimaPalavraB=vitim mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=7 primeiraPalavraA=cert ultimaPalavraA=heter primeiraPalavraB=deput ultimaPalavraB=vitim mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=8 primeiraPalavraA=class ultimaPalavraA=fom primeiraPalavraB=deput ultimaPalavraB=vitim mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=9 primeiraPalavraA=ter ultimaPalavraA=minor primeiraPalavraB=deput ultimaPalavraB=vitim mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=10 primeiraPalavraA=fac ultimaPalavraA=dr.thiago primeiraPalavraB=deput ultimaPalavraB=vitim mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=11 primeiraPalavraA=clar ultimaPalavraA=thiag primeiraPalavraB=deput ultimaPalavraB=vitim mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=12 primeiraPalavraA=racism ultimaPalavraA=agred primeiraPalavraB=deput ultimaPalavraB=vitim mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=13 primeiraPalavraA=ai ultimaPalavraA=bobagens primeiraPalavraB=deput ultimaPalavraB=vitim mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=14 primeiraPalavraA=resg ultimaPalavraA=alic primeiraPalavraB=deput ultimaPalavraB=vitim mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=15 primeiraPalavraA=concord ultimaPalavraA=humbert primeiraPalavraB=deput ultimaPalavraB=vitim mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=16 primeiraPalavraA=exist ultimaPalavraA=pont primeiraPalavraB=deput ultimaPalavraB=vitim mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=17 primeiraPalavraA=pq ultimaPalavraA=maneir primeiraPalavraB=deput ultimaPalavraB=vitim mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=18 primeiraPalavraA=voc ultimaPalavraA=preconceit primeiraPalavraB=deput ultimaPalavraB=vitim mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=-1 primeiraPalavraA=questa ultimaPalavraA=judiciari primeiraPalavraB=questa ultimaPalavraB=judiciari mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=deput ultimaPalavraA=vitim primeiraPalavraB=questa ultimaPalavraB=judiciari mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=cert ultimaPalavraA=já primeiraPalavraB=questa ultimaPalavraB=judiciari mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=excelentiss ultimaPalavraA=minor primeiraPalavraB=questa ultimaPalavraB=judiciari mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=dep ultimaPalavraA=pobr primeiraPalavraB=questa ultimaPalavraB=judiciari mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=prez ultimaPalavraA=crueldad primeiraPalavraB=questa ultimaPalavraB=judiciari mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=1980 ultimaPalavraA=maior primeiraPalavraB=questa ultimaPalavraB=judiciari mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=nom ultimaPalavraA=comissa primeiraPalavraB=questa ultimaPalavraB=judiciari mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=7 primeiraPalavraA=perfeit ultimaPalavraA=malafa primeiraPalavraB=questa ultimaPalavraB=judiciari mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=8 primeiraPalavraA=cert ultimaPalavraA=heter primeiraPalavraB=questa ultimaPalavraB=judiciari mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=9 primeiraPalavraA=class ultimaPalavraA=fom primeiraPalavraB=questa ultimaPalavraB=judiciari mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=10 primeiraPalavraA=ter ultimaPalavraA=minor primeiraPalavraB=questa ultimaPalavraB=judiciari mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=11 primeiraPalavraA=fac ultimaPalavraA=dr.thiago primeiraPalavraB=questa ultimaPalavraB=judiciari mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=12 primeiraPalavraA=clar ultimaPalavraA=thiag primeiraPalavraB=questa ultimaPalavraB=judiciari mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=13 primeiraPalavraA=racism ultimaPalavraA=agred primeiraPalavraB=questa ultimaPalavraB=judiciari mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=14 primeiraPalavraA=ai ultimaPalavraA=bobagens primeiraPalavraB=questa ultimaPalavraB=judiciari mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=15 primeiraPalavraA=resg ultimaPalavraA=alic primeiraPalavraB=questa ultimaPalavraB=judiciari mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=16 primeiraPalavraA=concord ultimaPalavraA=humbert primeiraPalavraB=questa ultimaPalavraB=judiciari mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=17 primeiraPalavraA=exist ultimaPalavraA=pont primeiraPalavraB=questa ultimaPalavraB=judiciari mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=18 primeiraPalavraA=pq ultimaPalavraA=maneir primeiraPalavraB=questa ultimaPalavraB=judiciari mensagemATemNomeB=false mensagemBTemNomeA=false ?
